,department,education,gender,no_of_trainings,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
36818,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.6,1.0,0.0,-0.4
36819,Procurement,Bachelor's,m,0.0,-1.0,4.2,0.0,0.0,0.28
36820,Procurement,Master's & above,m,5.0,0.0,-0.4,0.0,0.0,0.2
36821,Sales & Marketing,Master's & above,m,1.0,0.0,0.4,0.0,0.0,-0.4
36822,Operations,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,-0.16
36823,Sales & Marketing,Master's & above,m,0.0,0.0,0.6,0.0,0.0,-0.44
36824,R&D,Master's & above,m,1.0,2.0,-0.2,1.0,0.0,0.92
36825,Procurement,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,0.48
36826,Technology,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,0.92
36827,Technology,Bachelor's,m,1.0,0.0,-0.6,0.0,0.0,0.88
36828,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,-0.24
36829,Procurement,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.2
36830,Sales & Marketing,Master's & above,m,0.0,0.0,0.4,1.0,0.0,-0.48
36831,Analytics,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,1.08
36832,Technology,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,0.72
36833,Operations,Master's & above,f,0.0,0.0,-0.6,1.0,0.0,-0.08
36834,Technology,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,0.6
36835,Technology,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,0.84
36836,Sales & Marketing,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,-0.44
36837,Sales & Marketing,Bachelor's,m,1.0,0.0,0.0,1.0,0.0,-0.32
36838,Operations,Master's & above,m,0.0,1.0,2.2,0.0,0.0,0.08
36839,Procurement,Master's & above,f,0.0,1.0,0.8,1.0,0.0,0.2
36840,Sales & Marketing,Bachelor's,m,0.0,2.0,0.2,0.0,0.0,-0.28
36841,Operations,Bachelor's,m,0.0,0.0,1.4,0.0,0.0,-0.16
36842,Sales & Marketing,Bachelor's,m,1.0,2.0,-0.4,1.0,0.0,-0.28
36843,Sales & Marketing,Bachelor's,m,0.0,1.0,2.8,0.0,0.0,1.56
36844,Analytics,Bachelor's,m,0.0,0.0,1.2,0.0,0.0,0.88
36845,Procurement,Bachelor's,f,0.0,1.0,4.0,1.0,0.0,0.2
36846,Operations,Bachelor's,f,0.0,0.0,0.0,1.0,0.0,-0.12
36847,Technology,Bachelor's,m,0.0,0.0,0.2,1.0,0.0,0.88
36848,Technology,Bachelor's,m,0.0,0.0,4.8,0.0,0.0,0.76
36849,Operations,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,-0.04
36850,Operations,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,-0.16
36851,Sales & Marketing,Bachelor's,m,0.0,1.0,0.2,1.0,0.0,0.04
36852,Analytics,Master's & above,m,0.0,-2.0,0.2,0.0,0.0,0.96
36853,Technology,Master's & above,m,0.0,1.0,1.0,1.0,0.0,0.92
36854,Finance,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.2
36855,Sales & Marketing,Bachelor's,f,0.0,2.0,1.2,0.0,0.0,-0.36
36856,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.64
36857,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.08
36858,Analytics,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,1.0
36859,Sales & Marketing,Bachelor's,m,3.0,2.0,3.0,1.0,0.0,-0.36
36860,Operations,Bachelor's,f,0.0,2.0,0.2,1.0,0.0,0.08
36861,Technology,Master's & above,m,1.0,0.0,-0.4,1.0,0.0,0.6
36862,Analytics,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,0.92
36863,Analytics,Master's & above,m,0.0,1.0,0.6,0.0,0.0,0.92
36864,Procurement,Master's & above,m,1.0,1.0,0.0,1.0,0.0,0.44
36865,Procurement,Bachelor's,f,0.0,0.0,0.2,0.0,0.0,0.44
36866,Procurement,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,0.32
36867,HR,Bachelor's,f,0.0,1.0,1.4,0.0,0.0,-0.52
36868,Sales & Marketing,Master's & above,f,0.0,0.0,1.2,0.0,0.0,-0.36
36869,Procurement,Bachelor's,f,0.0,2.0,1.6,1.0,0.0,0.28
36870,Procurement,Master's & above,f,0.0,0.0,1.0,0.0,0.0,0.32
36871,Operations,Bachelor's,f,0.0,0.0,0.4,1.0,0.0,0.08
36872,Operations,Bachelor's,f,0.0,0.0,-0.2,0.0,0.0,-0.04
36873,Operations,Bachelor's,m,0.0,0.0,0.4,1.0,0.0,1.08
36874,Procurement,Master's & above,f,0.0,0.0,2.2,0.0,0.0,0.44
36875,Operations,Bachelor's,f,1.0,0.0,0.4,1.0,0.0,0.0
36876,Technology,Below Secondary,m,0.0,0.0,-0.8,1.0,0.0,0.76
36877,Operations,Bachelor's,f,0.0,2.0,0.0,1.0,0.0,0.0
36878,Sales & Marketing,Master's & above,m,0.0,-2.0,0.2,0.0,0.0,-0.36
36879,HR,Master's & above,f,0.0,2.0,-0.4,0.0,0.0,-0.44
36880,HR,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.32
36881,Procurement,Bachelor's,m,2.0,1.0,-0.4,0.0,0.0,0.32
36882,Analytics,Bachelor's,m,0.0,-1.0,-0.2,0.0,0.0,0.92
36883,Operations,Bachelor's,f,0.0,2.0,-0.6,1.0,0.0,-0.2
36884,Procurement,Bachelor's,m,2.0,1.0,-0.6,0.0,0.0,0.2
36885,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.36
36886,Analytics,Bachelor's,f,0.0,1.0,-0.6,1.0,0.0,0.88
36887,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,-0.32
36888,Procurement,Master's & above,f,0.0,1.0,0.8,0.0,0.0,0.32
36889,Analytics,Master's & above,m,0.0,2.0,0.2,0.0,0.0,1.12
36890,Procurement,Bachelor's,m,3.0,0.0,-0.6,0.0,0.0,0.52
36891,Technology,Bachelor's,f,0.0,-2.0,-0.6,0.0,0.0,0.64
36892,Analytics,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,0.92
36893,Sales & Marketing,Master's & above,m,0.0,2.0,-0.2,1.0,0.0,-0.68
36894,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.8,0.0,0.0,-0.6
36895,Operations,Bachelor's,f,0.0,2.0,1.0,1.0,0.0,0.08
36896,Technology,Master's & above,f,0.0,0.0,-0.4,0.0,0.0,0.48
36897,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,-0.4
36898,Technology,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,0.88
36899,R&D,Master's & above,m,0.0,-2.0,0.6,0.0,0.0,0.92
36900,Sales & Marketing,Bachelor's,m,0.0,1.0,0.4,0.0,0.0,-0.44
36901,Finance,Bachelor's,m,1.0,0.0,1.0,0.0,0.0,0.08
36902,Sales & Marketing,Bachelor's,m,0.0,1.0,0.0,0.0,0.0,-0.32
36903,HR,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,-0.4
36904,R&D,Master's & above,m,0.0,1.0,0.0,0.0,0.0,0.88
36905,Technology,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,0.84
36906,Finance,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,0.04
36907,Sales & Marketing,Master's & above,f,0.0,0.0,-0.2,0.0,0.0,-0.56
36908,HR,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.6
36909,Sales & Marketing,Master's & above,m,0.0,-2.0,2.8,0.0,0.0,-0.44
36910,Operations,Bachelor's,m,0.0,-1.0,-0.6,0.0,0.0,-0.24
36911,Operations,Bachelor's,f,0.0,2.0,1.0,0.0,0.0,0.0
36912,Procurement,Bachelor's,m,2.0,0.0,0.4,1.0,1.0,0.32
36913,Legal,Bachelor's,m,0.0,-1.0,-0.2,0.0,1.0,-0.04
36914,Procurement,Bachelor's,f,0.0,0.0,-0.2,0.0,0.0,0.44
36915,Technology,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.8
36916,Operations,Master's & above,m,2.0,2.0,0.4,1.0,0.0,-0.04
36917,Analytics,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,1.08
36918,Technology,Bachelor's,m,0.0,1.0,-0.6,1.0,0.0,0.8
36919,Sales & Marketing,Bachelor's,m,1.0,0.0,0.4,1.0,0.0,-0.36
36920,Analytics,Bachelor's,m,1.0,2.0,0.4,1.0,0.0,0.92
36921,Operations,Bachelor's,f,0.0,2.0,-0.4,1.0,0.0,0.16
36922,Procurement,Bachelor's,f,0.0,1.0,0.0,1.0,0.0,0.76
36923,Technology,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,0.76
36924,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,-0.48
36925,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,-0.6
36926,Operations,Bachelor's,m,1.0,1.0,1.2,1.0,0.0,-0.08
36927,Operations,Bachelor's,m,0.0,0.0,2.4,0.0,0.0,-0.04
36928,Operations,Master's & above,m,0.0,1.0,0.0,1.0,0.0,-0.04
36929,Sales & Marketing,Master's & above,m,1.0,2.0,0.8,0.0,0.0,-0.32
36930,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.8,1.0,0.0,-0.36
36931,Procurement,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,0.32
36932,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.4,0.0,0.0,-0.2
36933,Analytics,Bachelor's,m,0.0,1.0,0.4,0.0,0.0,0.88
36934,Analytics,Bachelor's,m,0.0,0.0,0.6,0.0,0.0,0.88
36935,Analytics,Master's & above,m,0.0,1.0,0.0,1.0,0.0,1.04
36936,Operations,Master's & above,f,0.0,0.0,0.4,1.0,0.0,0.12
36937,Sales & Marketing,Master's & above,m,0.0,1.0,-0.2,1.0,0.0,-0.52
36938,Procurement,Bachelor's,m,2.0,0.0,0.0,0.0,0.0,0.4
36939,Procurement,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.4
36940,Operations,Master's & above,f,0.0,0.0,-0.2,0.0,0.0,0.28
36941,Technology,Master's & above,f,0.0,0.0,3.2,0.0,0.0,0.68
36942,Finance,Bachelor's,m,1.0,0.0,-0.6,1.0,0.0,0.04
36943,Operations,Bachelor's,f,0.0,1.0,1.2,1.0,0.0,0.12
36944,Sales & Marketing,Master's & above,m,0.0,2.0,0.0,0.0,0.0,-0.44
36945,Technology,Bachelor's,m,2.0,0.0,-0.4,0.0,0.0,0.8
36946,Operations,Bachelor's,f,1.0,-2.0,0.8,1.0,0.0,1.4
36947,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,0.04
36948,Technology,Master's & above,f,0.0,-1.0,0.4,0.0,0.0,0.8
36949,Procurement,Bachelor's,f,3.0,1.0,2.6,1.0,0.0,0.52
36950,Sales & Marketing,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,-0.56
36951,Procurement,Bachelor's,m,0.0,0.0,-0.8,1.0,1.0,0.36
36952,Sales & Marketing,Master's & above,m,0.0,0.0,0.6,0.0,0.0,-0.56
36953,Operations,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,0.08
36954,Procurement,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.4
36955,Legal,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,-0.08
36956,Analytics,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,1.0
36957,Analytics,Bachelor's,m,0.0,0.0,0.2,1.0,0.0,0.92
36958,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.2,0.0,0.0,-0.48
36959,Technology,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.8
36960,Sales & Marketing,Master's & above,f,1.0,-2.0,-0.4,1.0,1.0,-0.24
36961,Technology,Master's & above,m,0.0,0.0,0.4,0.0,0.0,0.88
36962,Analytics,Master's & above,m,0.0,0.0,0.0,0.0,0.0,1.16
36963,Procurement,Master's & above,m,0.0,2.0,1.6,1.0,0.0,0.52
36964,Sales & Marketing,Bachelor's,m,0.0,0.0,1.6,1.0,0.0,-0.4
36965,Technology,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.92
36966,Operations,Bachelor's,m,0.0,1.0,-0.6,0.0,0.0,0.0
36967,HR,Bachelor's,f,0.0,2.0,0.0,1.0,0.0,-0.36
36968,Operations,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,0.0
36969,Operations,Bachelor's,m,0.0,-2.0,3.6,0.0,0.0,0.0
36970,Procurement,Master's & above,m,0.0,0.0,3.8,0.0,0.0,0.12
36971,Operations,Bachelor's,m,0.0,1.0,0.0,0.0,0.0,0.04
36972,Procurement,Bachelor's,m,0.0,-2.0,0.4,0.0,0.0,0.28
36973,Analytics,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,0.88
36974,Sales & Marketing,Master's & above,m,0.0,0.0,-0.2,0.0,0.0,-0.4
36975,Analytics,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,0.96
36976,Sales & Marketing,Bachelor's,f,0.0,-1.0,0.8,0.0,0.0,-0.32
36977,HR,Bachelor's,m,0.0,-1.0,0.6,0.0,1.0,-0.24
36978,Sales & Marketing,Master's & above,m,0.0,0.0,0.4,0.0,0.0,-0.44
36979,Finance,Bachelor's,f,0.0,2.0,0.0,1.0,0.0,0.08
36980,R&D,Master's & above,m,0.0,-1.0,0.0,0.0,0.0,0.92
36981,Legal,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.28
36982,Finance,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,-0.12
36983,Technology,Master's & above,m,0.0,0.0,-0.8,0.0,0.0,0.8
36984,Legal,Bachelor's,m,0.0,2.0,-0.6,0.0,1.0,0.24
36985,Operations,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,0.08
36986,Technology,Bachelor's,m,0.0,0.0,0.4,1.0,0.0,0.92
36987,Sales & Marketing,Bachelor's,m,2.0,-2.0,0.6,0.0,0.0,-0.36
36988,HR,Master's & above,f,0.0,2.0,1.0,1.0,0.0,-0.4
36989,Procurement,Master's & above,f,0.0,1.0,3.4,1.0,0.0,0.36
36990,Procurement,Bachelor's,f,0.0,-2.0,-0.2,0.0,0.0,0.2
36991,Procurement,Master's & above,m,0.0,2.0,0.6,0.0,0.0,0.2
36992,Operations,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,0.04
36993,Sales & Marketing,Master's & above,m,0.0,2.0,0.0,1.0,0.0,-0.28
36994,Operations,Bachelor's,f,0.0,-2.0,0.0,0.0,0.0,0.04
36995,Sales & Marketing,Master's & above,m,2.0,0.0,0.2,0.0,0.0,-0.52
36996,Operations,Bachelor's,m,1.0,1.0,0.0,1.0,0.0,-0.12
36997,Operations,Master's & above,f,0.0,0.0,0.0,1.0,0.0,0.0
36998,Technology,Bachelor's,f,0.0,2.0,0.4,0.0,1.0,1.36
36999,Technology,Master's & above,m,0.0,0.0,-0.2,0.0,0.0,0.84
37000,Operations,Master's & above,f,0.0,1.0,3.0,0.0,0.0,-0.16
37001,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.32
37002,Sales & Marketing,Bachelor's,m,0.0,0.0,0.0,0.0,1.0,0.28
37003,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,-0.28
37004,Procurement,Master's & above,m,0.0,0.0,1.4,0.0,0.0,0.32
37005,R&D,Master's & above,m,0.0,-1.0,-0.2,1.0,0.0,1.0
37006,Legal,Master's & above,m,0.0,2.0,0.0,1.0,0.0,0.16
37007,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.4,0.0,0.0,-0.56
37008,Sales & Marketing,Bachelor's,f,1.0,2.0,-0.6,0.0,0.0,-0.36
37009,Procurement,Bachelor's,f,1.0,-1.0,1.4,0.0,0.0,0.28
37010,Finance,Bachelor's,m,0.0,1.0,-0.6,1.0,0.0,-0.2
37011,Sales & Marketing,Master's & above,m,0.0,-1.0,1.0,0.0,0.0,-0.44
37012,Operations,Bachelor's,f,0.0,2.0,0.4,0.0,0.0,-0.04
37013,Sales & Marketing,Bachelor's,m,0.0,2.0,0.2,1.0,0.0,-0.48
37014,Finance,Bachelor's,m,0.0,2.0,3.8,0.0,0.0,0.0
37015,Operations,Bachelor's,m,0.0,2.0,0.4,1.0,0.0,1.08
37016,Analytics,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,0.92
37017,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.0,1.0,0.0,-0.36
37018,Operations,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.08
37019,Sales & Marketing,Master's & above,m,0.0,-2.0,-0.2,0.0,0.0,0.2
37020,Operations,Master's & above,f,1.0,-1.0,0.4,0.0,0.0,0.0
37021,Procurement,Master's & above,m,0.0,2.0,2.0,1.0,0.0,0.56
37022,Operations,Bachelor's,f,0.0,1.0,0.6,1.0,0.0,-0.16
37023,Sales & Marketing,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,-0.48
37024,HR,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.36
37025,Operations,Master's & above,m,0.0,-2.0,0.0,0.0,0.0,-0.04
37026,R&D,Master's & above,m,0.0,2.0,0.0,1.0,0.0,0.84
37027,Operations,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,0.12
37028,Procurement,Bachelor's,m,0.0,-1.0,-0.6,0.0,0.0,0.44
37029,Technology,Bachelor's,f,0.0,0.0,-0.6,1.0,0.0,0.88
37030,Operations,Bachelor's,m,0.0,-2.0,1.0,0.0,0.0,-0.04
37031,Procurement,Master's & above,m,1.0,0.0,3.0,0.0,0.0,0.44
37032,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.36
37033,Procurement,Bachelor's,m,0.0,2.0,2.2,1.0,0.0,0.32
37034,Sales & Marketing,Bachelor's,m,0.0,0.0,1.2,1.0,0.0,1.56
37035,HR,Bachelor's,f,0.0,0.0,1.2,0.0,0.0,-0.44
37036,Sales & Marketing,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,-0.44
37037,Technology,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,0.76
37038,Procurement,Bachelor's,f,0.0,2.0,0.8,1.0,0.0,1.44
37039,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.52
37040,Sales & Marketing,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,-0.28
37041,Sales & Marketing,Master's & above,m,1.0,-2.0,0.4,0.0,0.0,-0.36
37042,Sales & Marketing,Master's & above,m,0.0,-1.0,-0.4,0.0,0.0,-0.52
37043,Operations,Bachelor's,m,0.0,2.0,1.0,1.0,0.0,-0.04
37044,Sales & Marketing,Bachelor's,m,1.0,-2.0,0.2,0.0,0.0,-0.36
37045,Operations,Bachelor's,f,0.0,-2.0,2.0,0.0,0.0,-0.04
37046,Sales & Marketing,Bachelor's,m,2.0,0.0,1.0,0.0,0.0,-0.48
37047,Sales & Marketing,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,-0.32
37048,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.44
37049,Sales & Marketing,Bachelor's,m,1.0,0.0,0.0,0.0,0.0,-0.48
37050,Finance,Bachelor's,m,1.0,0.0,0.2,0.0,0.0,-0.12
37051,R&D,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.8
37052,HR,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.36
37053,R&D,Master's & above,m,0.0,-1.0,-0.4,0.0,0.0,1.04
37054,Operations,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.08
37055,Sales & Marketing,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,-0.52
37056,Procurement,Bachelor's,f,0.0,-1.0,1.0,1.0,0.0,0.28
37057,HR,Master's & above,m,0.0,1.0,0.6,1.0,0.0,-0.28
37058,Operations,Bachelor's,m,1.0,0.0,0.8,0.0,0.0,-0.2
37059,Technology,Bachelor's,f,0.0,1.0,-0.6,0.0,0.0,0.64
37060,Operations,Bachelor's,m,2.0,1.0,0.6,1.0,0.0,-0.12
37061,Sales & Marketing,Bachelor's,m,0.0,1.0,1.8,0.0,0.0,-0.28
37062,Technology,Master's & above,f,0.0,-2.0,0.2,0.0,0.0,0.72
37063,Sales & Marketing,Bachelor's,m,0.0,2.0,0.2,1.0,0.0,-0.36
37064,Sales & Marketing,Master's & above,m,0.0,-2.0,1.4,0.0,0.0,-0.32
37065,Sales & Marketing,Bachelor's,m,2.0,-2.0,0.0,1.0,0.0,-0.32
37066,Sales & Marketing,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,-0.44
37067,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.8,0.0,0.0,-0.4
37068,Technology,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.64
37069,HR,Bachelor's,m,0.0,1.0,0.0,1.0,0.0,-0.48
37070,Procurement,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.52
37071,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.48
37072,Operations,Bachelor's,m,0.0,-2.0,0.6,0.0,0.0,0.12
37073,Analytics,Bachelor's,m,0.0,-1.0,0.0,0.0,0.0,1.0
37074,Sales & Marketing,Master's & above,m,1.0,2.0,1.2,1.0,0.0,-0.6
37075,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.6,0.0,0.0,-0.44
37076,Analytics,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,1.16
37077,Procurement,Master's & above,m,0.0,2.0,-0.6,1.0,0.0,0.28
37078,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,-0.36
37079,Sales & Marketing,Bachelor's,m,2.0,1.0,-0.4,0.0,0.0,-0.64
37080,Sales & Marketing,Master's & above,m,0.0,-1.0,-0.2,0.0,0.0,-0.36
37081,Finance,Bachelor's,m,1.0,2.0,0.0,1.0,0.0,0.24
37082,Technology,Master's & above,m,0.0,-1.0,0.2,1.0,0.0,0.76
37083,Operations,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,-0.08
37084,Procurement,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,0.32
37085,Technology,Master's & above,m,0.0,1.0,0.2,0.0,0.0,0.84
37086,HR,Bachelor's,f,0.0,2.0,-0.4,0.0,0.0,-0.56
37087,Legal,Master's & above,m,0.0,2.0,-0.4,1.0,0.0,-0.08
37088,Procurement,Bachelor's,f,0.0,2.0,0.0,1.0,0.0,0.36
37089,HR,Bachelor's,m,0.0,-1.0,1.4,0.0,0.0,-0.48
37090,Sales & Marketing,Bachelor's,m,1.0,0.0,0.4,0.0,0.0,-0.48
37091,Operations,Bachelor's,f,0.0,2.0,0.2,0.0,0.0,0.28
37092,Sales & Marketing,Master's & above,m,1.0,1.0,0.4,0.0,0.0,-0.52
37093,Analytics,Bachelor's,m,0.0,2.0,1.2,0.0,0.0,0.88
37094,Operations,Bachelor's,m,0.0,0.0,2.2,0.0,0.0,0.08
37095,Analytics,Master's & above,m,0.0,2.0,0.0,1.0,0.0,1.0
37096,Sales & Marketing,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,-0.04
37097,Operations,Bachelor's,f,0.0,2.0,0.6,1.0,0.0,0.04
37098,Technology,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,0.88
37099,Sales & Marketing,Bachelor's,f,0.0,-2.0,0.0,1.0,0.0,-0.64
37100,Operations,Master's & above,m,0.0,0.0,0.2,0.0,0.0,0.08
37101,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.4
37102,HR,Master's & above,m,0.0,1.0,2.2,0.0,0.0,-0.28
37103,Technology,Master's & above,f,1.0,1.0,0.4,0.0,0.0,0.72
37104,Procurement,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.32
37105,Procurement,Master's & above,f,0.0,0.0,0.4,0.0,0.0,0.36
37106,Procurement,Master's & above,m,0.0,0.0,0.6,0.0,0.0,0.28
37107,Sales & Marketing,Bachelor's,f,0.0,-2.0,2.8,0.0,0.0,-0.32
37108,Procurement,Bachelor's,m,0.0,0.0,2.6,0.0,0.0,0.36
37109,Technology,Master's & above,m,2.0,0.0,-0.2,0.0,0.0,0.76
37110,Procurement,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.12
37111,HR,Master's & above,m,1.0,2.0,1.4,1.0,0.0,-0.48
37112,Operations,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,-0.04
37113,Technology,Master's & above,m,0.0,0.0,0.4,0.0,0.0,0.68
37114,Operations,Bachelor's,m,0.0,1.0,2.6,0.0,0.0,0.04
37115,Operations,Bachelor's,m,0.0,2.0,-0.4,0.0,0.0,-0.12
37116,Operations,Bachelor's,m,0.0,0.0,0.0,1.0,0.0,0.04
37117,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.44
37118,Finance,Master's & above,m,0.0,1.0,-0.2,0.0,0.0,-0.04
37119,Sales & Marketing,Bachelor's,m,2.0,-2.0,0.4,0.0,0.0,-0.56
37120,Analytics,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,0.84
37121,Sales & Marketing,Bachelor's,f,0.0,1.0,0.0,0.0,0.0,-0.56
37122,Operations,Master's & above,f,0.0,1.0,2.4,1.0,0.0,0.16
37123,Operations,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,0.04
37124,Technology,Bachelor's,m,1.0,-2.0,-0.4,0.0,0.0,1.0
37125,Operations,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,0.0
37126,Sales & Marketing,Bachelor's,f,0.0,1.0,-0.6,1.0,0.0,-0.44
37127,Finance,Bachelor's,f,0.0,0.0,0.6,0.0,0.0,0.12
37128,Operations,Bachelor's,m,0.0,0.0,0.4,1.0,0.0,-0.04
37129,Procurement,Master's & above,m,0.0,2.0,0.8,1.0,0.0,0.36
37130,Technology,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,0.8
37131,R&D,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,0.8
37132,Procurement,Bachelor's,m,0.0,2.0,0.8,1.0,0.0,0.28
37133,Analytics,Bachelor's,m,1.0,0.0,0.4,0.0,0.0,0.92
37134,Technology,Bachelor's,m,0.0,1.0,-0.6,0.0,0.0,0.88
37135,Operations,Bachelor's,m,0.0,0.0,0.8,1.0,0.0,-0.04
37136,Operations,Below Secondary,m,0.0,-2.0,-0.6,0.0,0.0,-0.08
37137,HR,Below Secondary,m,0.0,0.0,-0.8,0.0,0.0,-0.28
37138,Technology,Master's & above,m,0.0,2.0,-0.4,0.0,0.0,0.8
37139,Legal,Bachelor's,m,2.0,0.0,-0.4,0.0,0.0,-0.08
37140,Analytics,Bachelor's,m,0.0,0.0,0.8,1.0,0.0,1.04
37141,HR,Bachelor's,f,0.0,2.0,0.6,1.0,0.0,-0.48
37142,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.12
37143,Procurement,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,0.36
37144,Sales & Marketing,Bachelor's,f,0.0,-1.0,0.8,0.0,0.0,-0.24
37145,Technology,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,0.88
37146,Procurement,Bachelor's,f,1.0,0.0,-0.6,1.0,0.0,0.4
